x;y;z
0.2;-0.5;7;38.169
0.2;-0.5;7;38.169
0.2;-0.4;7;38.169
0.3;-0.4;7;38.169
0.3;-0.4;7;38.169
0.3;-0.4;7;38.169
0.3;-0.4;7;38.169
0.3;-0.4;7;38.169
0.3;-0.4;7;38.169
0.3;-0.4;7;38.169
0.3;-0.3;7;38.169
0.3;-0.3;7;38.169
0.4;-0.3;7;38.169
0.4;-0.3;7;38.169
0.4;-0.3;7;38.169
0.4;-0.3;7;38.169
0.4;-0.3;7;38.169
0.4;-0.2;7;38.169
0.4;-0.2;7;38.169
0.4;-0.2;7;38.169
0.4;-0.2;7;38.169
0.4;-0.2;7;38.169
0.4;-0.2;7;38.169
0.4;-0.2;7;38.169
0.4;-0.1;7;38.169
0.4;-0.1;7;38.169
0.4;-0.1;7;38.169
0.4;-0.1;7;38.169
0.4;-0.1;7;38.169
0.7;0;7;38.3813
0.7;0;7;38.3813
0.7;0;7;38.3813
0.7;0;7;38.3813
0.7;0.1;7;38.3813
0.7;0.1;7;38.3813
0.7;0.1;7;38.3813
0.7;0.1;7;38.3813
0.7;0.2;7;38.3813
0.6;0.2;7;38.3813
0.6;0.2;7;38.3813
0.6;0.2;7;38.3813
0.6;0.2;7;38.3813
0.6;0.3;7;38.3813
0.6;0.3;7;38.3813
0.6;0.3;7;38.3813
0.6;0.3;7;38.3813
0.6;0.4;7;38.3813
0.5;0.4;7;38.3813
0.5;0.4;7;38.3813
0.5;0.4;7;38.3813
0.5;0.4;7;38.3813
0.5;0.5;7;38.3813
0.5;0.5;7;38.3813
0.4;0.5;7;38.3813
0.4;0.5;7;38.3813
0.4;0.5;7;38.3813
0.4;0.5;7;38.3813
0.4;0.6;7;38.3813
0.3;0.6;7;38.3813
0.3;0.6;7;38.3813
0.3;0.6;7;38.3813
0.3;0.6;7;38.3813
0.3;0.6;7;38.3813
0.2;0.6;7;38.3813
0.2;0.6;7;38.3813
0.2;0.6;7;38.3813
0.2;0.7;7;38.3813
0.1;0.7;7;38.3813
0.1;0.7;7;38.3813
0.1;0.7;7;38.3813
0.1;0.7;7;38.3813
0;0.7;7;38.3813
0;0.7;7;38.3813
0;0.7;7;38.3813
0;0.7;7;38.3813
-0.1;0.7;7;38.3813
-0.1;0.7;7;38.3813
-0.1;0.7;7;38.3813
-0.1;0.7;7;38.3813
-0.2;0.7;7;38.3813
-0.2;0.7;7;38.3813
-0.2;0.7;7;38.3813
-0.2;0.7;7;38.3813
-0.3;0.6;7;38.3813
-0.3;0.6;7;38.3813
-0.3;0.6;7;38.3813
-0.3;0.6;7;38.3813
-0.4;0.6;7;38.3813
-0.4;0.6;7;38.3813
-0.4;0.6;7;38.3813
-0.4;0.6;7;38.3813
-0.5;0.6;7;38.3813
-0.5;0.5;7;38.3813
-0.5;0.5;7;38.3813
-0.5;0.5;7;38.3813
-0.5;0.5;7;38.3813
-0.6;0.5;7;38.3813
-0.6;0.5;7;38.3813
-0.6;0.4;7;38.3813
-0.6;0.4;7;38.3813
-0.6;0.4;7;38.3813
-0.6;0.4;7;38.3813
-0.7;0.4;7;38.3813
-0.7;0.3;7;38.3813
-0.7;0.3;7;38.3813
-0.7;0.3;7;38.3813
-0.7;0.3;7;38.3813
-0.7;0.3;7;38.3813
-0.7;0.2;7;38.3813
-0.7;0.2;7;38.3813
-0.7;0.2;7;38.3813
-0.8;0.2;7;38.3813
-0.8;0.1;7;38.3813
-0.8;0.1;7;38.3813
-0.8;0.1;7;38.3813
-0.8;0.1;7;38.3813
-0.8;0;7;38.3813
-0.8;0;7;38.3813
-0.8;0;7;38.3813
-0.8;0;7;38.3813
-0.8;-0.1;7;38.3813
-0.8;-0.1;7;38.3813
-0.8;-0.1;7;38.3813
-0.8;-0.1;7;38.3813
-0.8;-0.2;7;38.3813
-0.8;-0.2;7;38.3813
-0.8;-0.2;7;38.3813
-0.8;-0.2;7;38.3813
-0.8;-0.3;7;38.3813
-0.7;-0.3;7;38.3813
-0.7;-0.3;7;38.3813
-0.7;-0.3;7;38.3813
-0.7;-0.4;7;38.3813
-0.7;-0.4;7;38.3813
-0.7;-0.4;7;38.3813
-0.7;-0.4;7;38.3813
-0.7;-0.4;7;38.3813
-0.7;-0.5;7;38.3813
-0.6;-0.5;7;38.3813
-0.6;-0.5;7;38.3813
-0.6;-0.5;7;38.3813
-0.6;-0.5;7;38.3813
-0.6;-0.6;7;38.3813
-0.6;-0.6;7;38.3813
-0.5;-0.6;7;38.3813
-0.5;-0.6;7;38.3813
-0.5;-0.6;7;38.3813
-0.5;-0.6;7;38.3813
-0.5;-0.7;7;38.3813
-0.4;-0.7;7;38.3813
-0.4;-0.7;7;38.3813
-0.4;-0.7;7;38.3813
-0.4;-0.7;7;38.3813
-0.3;-0.7;7;38.3813
-0.3;-0.7;7;38.3813
-0.3;-0.7;7;38.3813
-0.3;-0.7;7;38.3813
-0.2;-0.8;7;38.3813
-0.2;-0.8;7;38.3813
-0.2;-0.8;7;38.3813
-0.2;-0.8;7;38.3813
-0.1;-0.8;7;38.3813
-0.1;-0.8;7;38.3813
-0.1;-0.8;7;38.3813
-0.1;-0.8;7;38.3813
0;-0.8;7;38.3813
0;-0.8;7;38.3813
0;-0.8;7;38.3813
0;-0.8;7;38.3813
0.1;-0.8;7;38.3813
0.1;-0.8;7;38.3813
0.1;-0.8;7;38.3813
0.1;-0.8;7;38.3813
0.2;-0.8;7;38.3813
0.2;-0.7;7;38.3813
0.2;-0.7;7;38.3813
0.2;-0.7;7;38.3813
0.3;-0.7;7;38.3813
0.3;-0.7;7;38.3813
0.3;-0.7;7;38.3813
0.3;-0.7;7;38.3813
0.3;-0.7;7;38.3813
0.4;-0.7;7;38.3813
0.4;-0.6;7;38.3813
0.4;-0.6;7;38.3813
0.4;-0.6;7;38.3813
0.4;-0.6;7;38.3813
0.5;-0.6;7;38.3813
0.5;-0.6;7;38.3813
0.5;-0.5;7;38.3813
0.5;-0.5;7;38.3813
0.5;-0.5;7;38.3813
0.5;-0.5;7;38.3813
0.6;-0.5;7;38.3813
0.6;-0.4;7;38.3813
0.6;-0.4;7;38.3813
0.6;-0.4;7;38.3813
0.6;-0.4;7;38.3813
0.6;-0.3;7;38.3813
0.6;-0.3;7;38.3813
0.6;-0.3;7;38.3813
0.6;-0.3;7;38.3813
0.7;-0.3;7;38.3813
0.7;-0.2;7;38.3813
0.7;-0.2;7;38.3813
0.7;-0.2;7;38.3813
0.7;-0.2;7;38.3813
0.7;-0.1;7;38.3813
0.7;-0.1;7;38.3813
0.7;-0.1;7;38.3813
0.9;0;7;38.6803
0.9;0;7;38.6803
0.9;0;7;38.6803
0.9;0.1;7;38.6803
0.9;0.1;7;38.6803
0.9;0.1;7;38.6803
0.9;0.2;7;38.6803
0.9;0.2;7;38.6803
0.9;0.2;7;38.6803
0.9;0.3;7;38.6803
0.9;0.3;7;38.6803
0.9;0.3;7;38.6803
0.8;0.3;7;38.6803
0.8;0.4;7;38.6803
0.8;0.4;7;38.6803
0.8;0.4;7;38.6803
0.8;0.5;7;38.6803
0.8;0.5;7;38.6803
0.7;0.5;7;38.6803
0.7;0.5;7;38.6803
0.7;0.6;7;38.6803
0.7;0.6;7;38.6803
0.7;0.6;7;38.6803
0.6;0.7;7;38.6803
0.6;0.7;7;38.6803
0.6;0.7;7;38.6803
0.6;0.7;7;38.6803
0.5;0.7;7;38.6803
0.5;0.8;7;38.6803
0.5;0.8;7;38.6803
0.4;0.8;7;38.6803
0.4;0.8;7;38.6803
0.4;0.8;7;38.6803
0.4;0.8;7;38.6803
0.3;0.9;7;38.6803
0.3;0.9;7;38.6803
0.3;0.9;7;38.6803
0.2;0.9;7;38.6803
0.2;0.9;7;38.6803
0.2;0.9;7;38.6803
0.1;0.9;7;38.6803
0.1;0.9;7;38.6803
0.1;0.9;7;38.6803
0;0.9;7;38.6803
0;0.9;7;38.6803
0;0.9;7;38.6803
-0.1;0.9;7;38.6803
-0.1;0.9;7;38.6803
-0.1;0.9;7;38.6803
-0.2;0.9;7;38.6803
-0.2;0.9;7;38.6803
-0.2;0.9;7;38.6803
-0.3;0.9;7;38.6803
-0.3;0.9;7;38.6803
-0.3;0.9;7;38.6803
-0.4;0.9;7;38.6803
-0.4;0.9;7;38.6803
-0.4;0.8;7;38.6803
-0.5;0.8;7;38.6803
-0.5;0.8;7;38.6803
-0.5;0.8;7;38.6803
-0.6;0.8;7;38.6803
-0.6;0.8;7;38.6803
-0.6;0.7;7;38.6803
-0.6;0.7;7;38.6803
-0.7;0.7;7;38.6803
-0.7;0.7;7;38.6803
-0.7;0.7;7;38.6803
-0.7;0.6;7;38.6803
-0.8;0.6;7;38.6803
-0.8;0.6;7;38.6803
-0.8;0.6;7;38.6803
-0.8;0.5;7;38.6803
-0.9;0.5;7;38.6803
-0.9;0.5;7;38.6803
-0.9;0.5;7;38.6803
-0.9;0.4;7;38.6803
-0.9;0.4;7;38.6803
-0.9;0.4;7;38.6803
-1;0.3;7;38.6803
-1;0.3;7;38.6803
-1;0.3;7;38.6803
-1;0.2;7;38.6803
-1;0.2;7;38.6803
-1;0.2;7;38.6803
-1;0.1;7;38.6803
-1;0.1;7;38.6803
-1;0.1;7;38.6803
-1;0;7;38.6803
-1;0;7;38.6803
-1;0;7;38.6803
-1;-0.1;7;38.6803
-1;-0.1;7;38.6803
-1;-0.1;7;38.6803
-1;-0.2;7;38.6803
-1;-0.2;7;38.6803
-1;-0.2;7;38.6803
-1;-0.3;7;38.6803
-1;-0.3;7;38.6803
-1;-0.3;7;38.6803
-1;-0.4;7;38.6803
-1;-0.4;7;38.6803
-1;-0.4;7;38.6803
-0.9;-0.5;7;38.6803
-0.9;-0.5;7;38.6803
-0.9;-0.5;7;38.6803
-0.9;-0.6;7;38.6803
-0.9;-0.6;7;38.6803
-0.9;-0.6;7;38.6803
-0.8;-0.6;7;38.6803
-0.8;-0.7;7;38.6803
-0.8;-0.7;7;38.6803
-0.8;-0.7;7;38.6803
-0.7;-0.7;7;38.6803
-0.7;-0.8;7;38.6803
-0.7;-0.8;7;38.6803
-0.7;-0.8;7;38.6803
-0.6;-0.8;7;38.6803
-0.6;-0.8;7;38.6803
-0.6;-0.9;7;38.6803
-0.6;-0.9;7;38.6803
-0.5;-0.9;7;38.6803
-0.5;-0.9;7;38.6803
-0.5;-0.9;7;38.6803
-0.4;-0.9;7;38.6803
-0.4;-1;7;38.6803
-0.4;-1;7;38.6803
-0.3;-1;7;38.6803
-0.3;-1;7;38.6803
-0.3;-1;7;38.6803
-0.2;-1;7;38.6803
-0.2;-1;7;38.6803
-0.2;-1;7;38.6803
-0.1;-1;7;38.6803
-0.1;-1;7;38.6803
-0.1;-1;7;38.6803
0;-1;7;38.6803
0;-1;7;38.6803
0;-1;7;38.6803
0.1;-1;7;38.6803
0.1;-1;7;38.6803
0.1;-1;7;38.6803
0.2;-1;7;38.6803
0.2;-1;7;38.6803
0.2;-1;7;38.6803
0.3;-1;7;38.6803
0.3;-1;7;38.6803
0.3;-1;7;38.6803
0.4;-0.9;7;38.6803
0.4;-0.9;7;38.6803
0.4;-0.9;7;38.6803
0.4;-0.9;7;38.6803
0.5;-0.9;7;38.6803
0.5;-0.9;7;38.6803
0.5;-0.8;7;38.6803
0.6;-0.8;7;38.6803
0.6;-0.8;7;38.6803
0.6;-0.8;7;38.6803
0.6;-0.8;7;38.6803
0.7;-0.7;7;38.6803
0.7;-0.7;7;38.6803
0.7;-0.7;7;38.6803
0.7;-0.6;7;38.6803
0.7;-0.6;7;38.6803
0.8;-0.6;7;38.6803
0.8;-0.6;7;38.6803
0.8;-0.5;7;38.6803
0.8;-0.5;7;38.6803
0.8;-0.5;7;38.6803
0.8;-0.4;7;38.6803
0.9;-0.4;7;38.6803
0.9;-0.4;7;38.6803
0.9;-0.4;7;38.6803
0.9;-0.3;7;38.6803
0.9;-0.3;7;38.6803
0.9;-0.3;7;38.6803
0.9;-0.2;7;38.6803
0.9;-0.2;7;38.6803
0.9;-0.2;7;38.6803
0.9;-0.1;7;38.6803
0.9;-0.1;7;38.6803
1.2;0;6.9;38.0526
1.2;0;6.9;38.0526
1.2;0;6.9;38.0526
1.2;0.1;6.9;38.0526
1.2;0.1;6.9;38.1606
1.2;0.2;6.9;38.5452
1.2;0.2;6.9;39.0202
1.1;0.2;7;39.0678
1.1;0.3;7;39.0678
1.1;0.3;7;39.0678
1.1;0.4;7;39.0678
1.1;0.4;7;39.0678
1.1;0.4;7;39.0678
1.1;0.5;6.9;38.7807
1;0.5;7;39.0678
1;0.6;7;39.0678
1;0.6;7;39.0678
1;0.6;7;39.0678
0.9;0.7;7;39.0678
0.9;0.7;7;39.0678
0.9;0.7;7;39.0678
0.9;0.8;6.9;38.0526
0.8;0.8;7;39.0678
0.8;0.8;7;39.0678
0.8;0.9;6.9;38.4205
0.7;0.9;7;39.0678
0.7;0.9;7;39.0678
0.7;0.9;7;39.0678
0.6;1;7;39.0678
0.6;1;7;39.0678
0.6;1;7;39.0678
0.5;1;7;39.0678
0.5;1;7;39.0678
0.5;1.1;6.9;38.1799
0.4;1.1;7;39.0678
0.4;1.1;7;39.0678
0.3;1.1;7;39.0678
0.3;1.1;7;39.0678
0.3;1.1;7;39.0678
0.2;1.1;7;39.0678
0.2;1.2;6.9;38.6554
0.1;1.2;6.9;38.2484
0.1;1.2;6.9;38.0526
0;1.2;6.9;38.0526
0;1.2;6.9;38.0526
0;1.2;6.9;38.0526
-0.1;1.2;6.9;38.0526
-0.1;1.2;6.9;38.0526
-0.2;1.2;6.9;38.0526
-0.2;1.2;6.9;38.0782
-0.2;1.2;6.9;38.4407
-0.3;1.2;6.9;38.8928
-0.3;1.1;7;39.0678
-0.4;1.1;7;39.0678
-0.4;1.1;7;39.0678
-0.5;1.1;6.9;38.0526
-0.5;1.1;6.9;38.0526
-0.5;1.1;6.9;38.0526
-0.6;1.1;6.9;38.4869
-0.6;1;7;39.0678
-0.7;1;6.9;38.9112
-0.7;1;6.9;38.0526
-0.7;1;6.9;38.0526
-0.8;0.9;6.9;38.137
-0.8;0.9;6.9;38.0526
-0.8;0.9;6.9;38.0526
